country,mean,sd,hdi_5,hdi_95
VN-IT,1.2255527854806634,0.6396988220342184,0.3544301637611939,2.107975915909926
BR-DE,5.330052559988095,2.1934372642607207,1.9750260195539402,8.481401947933222
CW-NO,1.4324060376539878,0.7460728663095947,0.3921601563770217,2.42607953101258
TT-AT,2.2349990919873597,1.1174143043169784,0.6124730011242929,3.7654011782903822
TT-FR,2.224154040261049,1.0890868698543117,0.6430646750795179,3.7541299840556603
BS-IE,2.255584176004125,1.1152792076713895,0.6395680823627725,3.773758786280308
CO-IE,4.133907162437905,1.7383479623860012,1.4810498947076483,6.64170369539528
CO-PT,2.803074322990958,1.3139369274542034,0.8377805426611118,4.615377830407722
CO-DE,1.5312370020778334,0.739570395698495,0.42075851086289556,2.517950362023785
PY-ES,2.291078354521725,1.1384607328998677,0.6658755362670681,3.8620956834919045
BS-IT,2.2575618763097847,1.1127518750333236,0.6753046586391708,3.776833492183553
PR-DE,1.278995705959252,0.6675679358013759,0.329528672415663,2.115240245724596
JM-AT,3.5913756760938593,1.5989834039259772,1.23891311538682,5.834134498184163
DO-RO,2.9058668095125664,1.3574615178710356,0.8122848444657292,4.722918264497744
DO-DE,4.106760645154183,1.6610269027875137,1.5803758394691885,6.5244442610447875
DO-MT,1.1128150530441219,0.5870914581263066,0.300861600167824,1.9316667190003318
JM-ES,2.497477331913123,1.2007524951308308,0.8432209997290405,4.271462099217876
JM-IE,2.4016950948305023,1.1123561250226481,0.7567029096480321,3.926781681647643
HT-ES,3.8154350557975087,1.7127157580345822,1.3360896282324284,6.233901150407526
AG-IT,2.2791350170495126,1.1120784262721277,0.6959893742958,3.8438046974276316
AG-AT,1.3932920823026962,0.7135264991841387,0.4194680774629677,2.4228155853012865
BB-IE,2.60271756321872,1.2569833835253186,0.8523822298495913,4.4029014286958486
BB-FR,2.3572963562353277,1.1298037322644825,0.7023791529173627,3.8843846286239914
BB-SK,2.3521852633617253,1.1217952778240068,0.7059100036313962,3.896814328797493
BB-AT,1.4235920647170455,0.7034038952881982,0.4390756946564354,2.3692643527228223
PR-FR,2.3416534738686776,1.1468008719809721,0.7013804916088114,3.9405644860119917
PR-AT,1.3747521248203398,0.7051659064924406,0.35617114450866955,2.3144977519234513
CF-FR,1.1758900853558238,0.6106190513940505,0.29201896827285473,2.001007439902057
